Material at Origin,Land Use at Origin,Size,"Suppressed 
by",Voltage,Equipment Involved With Ignition,Type,Was There an Outage,Suspected Ignition Cause,Equipment Facility Failure,Contact From Object,Contributing Factor,Suppressed by,"Voltage
(Volts)",Fire Size,Fire Suppressed by,Nominal Voltage
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Contact From Object,,Vegetation,Unknown,Fire Agency,120/240 V,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Unknown,,,Unknown,Unknown,120/240 V,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,No,Contact From Object,,Vegetation,Unknown,Fire Agency,120/240 V,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Wire-Wire Contact,,,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Other,,,Weather,Fire Agency,12kV,,,
Building,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,120/240 V,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Self Extinguished,120/240 V,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Equipment/Facility Failure,Insulator,,Unknown,Self Extinguished,16kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Equipment/Facility Failure,Insulator,,Unknown,Self Extinguished,16kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Capacitor Bank,Overhead,No,Equipment/Facility Failure,Capacitor Bank,,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,10 - 99 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Unknown,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Fuse,Overhead,Yes,Equipment/Facility Failure,Fuse,,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Transformer,Overhead,Yes,Equipment/Facility Failure,Transformer,,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Other,Unknown,Unknown,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,120/240 V,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,No,Contact From Object,,Balloons,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Contact From Object,,Animal,Unknown,Fire Agency,66kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Human Error,Unknown,16kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Lightning Arrestor,Overhead,No,Equipment/Facility Failure,Lightning Arrestor,,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Unknown,,,Unknown,Fire Agency,2.4kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Wire-Wire Contact,,,Unknown,Fire Agency,33kV,,,
Vegetation,Rural,1000 - 4999 Acres,,,Conductor,Overhead,No,Contact From Object,,Animal,Unknown,Fire Agency,66kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Other,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,16kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Unknown,,,Unknown,Fire Agency,120/240 V,,,
Vegetation,Rural,Less Than .25 Acres,,,Transformer,Overhead,Yes,Equipment/Facility Failure,Transformer,,Unknown,Utility,33kV,,,
Vegetation,Urban,Structure Only,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,120/240V,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,4 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,No,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,120/240 V,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,16kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Contact From Object,,Balloons,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,100 - 299 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,120/240V,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Unknown,16kV,,,
Other,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Wire-Wire Contact,,,Unknown,Fire Agency,33kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Crossarm,,Unknown,Fire Agency,115 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Contact From Object,,Other,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Self Extinguished,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Contact From Object,,Balloons,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Other,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,4 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,120/240 V,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Other,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Other,,Unknown,Self Extinguished,16kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,100 - 299 Acres,,,Conductor,Overhead,No,Contact From Object,,Animal,Unknown,Fire Agency,166kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,115 kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,16kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,16kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,16kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,16kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,No,Contamination,,,Unknown,Fire Agency,55kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,16kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Unknown,16kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,4 kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,12KV,,,
Vegetation,Rural,Structure Only,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Self Extinguished,12KV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,16kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,12KV,,,
Vegetation,Rural,Structure Only,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Pole,,Weather,Fire Agency,12KV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,12KV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,12kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Lightning Arrestor,Overhead,Yes,Equipment/Facility Failure,Lightning Arrestor,,Unknown,Self Extinguished,12kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,12KV,,,
Other,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,66kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Equipment/Facility Failure,Other,,Unknown,Fire Agency,115 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Self Extinguished,120/240 V,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,16kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Unknown,12KV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Other,,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Other,,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Transformer,Overhead,Yes,Unknown,,,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Unknown,120/240 V,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Wire-Wire Contact,,,Human Error,Fire Agency,16 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Self Extinguished,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Wire-Wire Contact,,,Unknown,Fire Agency,4 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Unknown,4 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Transformer,Overhead,Yes,Equipment/Facility Failure,Other,,Unknown,Fire Agency,16 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,4 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Switch,,Unknown,Unknown,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Transformer,,Unknown,Fire Agency,4 kV,,,
Vegetation,Urban,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Unknown,16 kV,,,
Vegetation,Urban,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Unknown,16 kV,,,
Vegetation,Urban,10 - 99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,33 kV,,,
Vegetation,Urban,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Unknown,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Other,,Unknown,Unknown,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Vandalism/Theft,,,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Subsurface,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,Unknown,Unknown,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Unknown,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,.26 - 9.99 Acres,,,Transformer,Overhead,Yes,Equipment/Facility Failure,Transformer,,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Unknown,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,115 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,Unknown,Fire Agency,66 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,33 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Unknown,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Unknown,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,33 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Insulator,,Unknown,Self Extinguished,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,No,Unknown,,,Unknown,Unknown,12 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Structure Only,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,No,Equipment/Facility Failure,Conductor,,Unknown,Fire Agency,120/240 V,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Padmounted,Yes,Equipment/Facility Failure,Transformer,,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Unknown,,,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Transformer,,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Transformer,,Unknown,Fire Agency,4 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,.26 - 9.99 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Other,,Unknown,Fire Agency,220 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,4 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,4 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Transformer,,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,16 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,16 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,12 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Animal,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Other,,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vegetation,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Other,,Unknown,Self Extinguished,12 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,No,Contact From Object,,Balloons,Unknown,Fire Agency,33 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Unknown,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Balloons,Unknown,Fire Agency,16 kV,,,
Vegetation,Rural,Less Than .25 Acres,,,Conductor,Overhead,Yes,Wire-Wire Contact,,,Unknown,Fire Agency,12 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Equipment/Facility Failure,Crossarm,,Unknown,Fire Agency,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,No,Unknown,,,Unknown,Self Extinguished,16 kV,,,
Vegetation,Urban,Less Than .25 Acres,,,Conductor,Overhead,Yes,Contact From Object,,Vehicle,Unknown,Fire Agency,16 kV,,,
