Material at Origin,Land Use at Origin,Size,"Suppressed 
by",Voltage,Equipment Involved With Ignition,Type,Was There an Outage,Suspected Ignition Cause,Equipment Facility Failure,Contact From Object,Contributing Factor,Suppressed by,"Voltage
(Volts)",Fire Size,Fire Suppressed by,Nominal Voltage
Vegetation,Urban,Less than three {3} meters of linear travel,Fire Agency,12000,Switch,Overhead,Yes,Equipment/Facility Failure,Switch,,,,,,,
Vegetation,Agriculture,.26 - 9.99 Acres,Unknown,12000,Pole,Overhead,Yes,Other,,,Weather,,,,,
Vegetation,Urban,Less than three {3} meters of linear travel,Utility,12000,Jumper,Overhead,Yes,Equipment/Facility Failure,Jumper,,,,,,,
Vegetation,Urban,Less than three {3} meters of linear travel,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Equipment/Facility Failure,Conductor - Primary,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,750,Conductor - Racked Secondary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Vegetation,Desert Shrub,.26 - 9.99 Acres,Fire Agency,12000,Pole,Overhead,Yes,Vandalism/Theft,,,,,,,,
Vegetation,Urban,Less than three {3} meters of linear travel,Customer,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,480,Service Drop,Overhead,Yes,Vandalism/Theft,,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,12000,Jumper,Overhead,Yes,Equipment/Facility Failure,Jumper,,,,,,,
Vegetation,Wetland,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Balloon,Outside Force,,,,,
Vegetation,Agriculture,.26 - 9.99 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Balloon,Outside Force,,,,,
Other,Agriculture,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vehicle,Human Error,,,,,
Vegetation,Hardwood Forest,Less Than .25 Acres,Fire Agency,21000,Recloser,Overhead,Yes,Equipment/Facility Failure,Recloser,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,12000,Automatic Wire Splice,Overhead,Yes,Other,,,,,,,,
Vegetation,Agriculture,Less Than .25 Acres,Fire Agency,240,Service Drop,Overhead,Yes,Contact From Object,,Vehicle,Human Error,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,750,Conductor - Secondary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Self Extinguished,21000,Jumper,Overhead,Yes,Equipment/Facility Failure,Jumper,,,,,,,
Vegetation,Agriculture,Less Than .25 Acres,Utility,12000,Pole,Overhead,Yes,Contact From Object,,Vehicle,Human Error,,,,,
Vegetation,Herbaceous,Less than three {3} meters of linear travel,Unknown,115000,Pole,Overhead,Yes,Equipment/Facility Failure,Pole,,,,,,,
Vegetation,Urban,Less than three {3} meters of linear travel,Utility,21000,Conductor - Primary,Overhead,Yes,Equipment/Facility Failure,Conductor - Primary,,,,,,,
Vegetation,Urban,Less than three {3} meters of linear travel,Fire Agency,480,Service Drop,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,12000,Connector,Overhead,Yes,Equipment/Facility Failure,Connector,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,240,Conductor - Secondary,Overhead,No,Wire-Wire Contact,,,,,,,,
Vegetation,Urban,Less than three {3} meters of linear travel,Unknown,115000,Insulator,Overhead,Yes,Other,,,Weather,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,12000,Connector,Overhead,Yes,Equipment/Facility Failure,Connector,,,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Other,Agriculture,Less Than .25 Acres,Fire Agency,12000,Jumper,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Building,Urban,Structure Only,Fire Agency,240,Conductor - Service Neutral,Overhead,Yes,Equipment/Facility Failure,Conductor - Service Neutral,,,,,,,
Vegetation,Shrub,Less Than .25 Acres,Fire Agency,12000,E Fuse,Overhead,Yes,Equipment/Facility Failure,E Fuse,,,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Equipment/Facility Failure,Conductor - Primary,,,,,,,
Vegetation,Desert Shrub,.26 - 9.99 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Wire-Wire Contact,,,Weather,,,,,
Vegetation,Urban,Less than three {3} meters of linear travel,Fire Agency,240,Service Drop,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Customer,12000,Insulator,Overhead,Yes,Equipment/Facility Failure,Insulator,,,,,,,
Vegetation,Agriculture,Less than three {3} meters of linear travel,Self Extinguished,12000,Crossarm,Overhead,Yes,Contact From Object,,Vehicle,Human Error,,,,,
Other,Urban,Less than three {3} meters of linear travel,Fire Agency,240,Service Drop,Overhead,No,Equipment/Facility Failure,Service Drop,,,,,,,
Unknown,Urban,Less than three {3} meters of linear travel,Fire Agency,750,Unknown,Subsurface,Yes,Under Investigation,,,,,,,,
Vegetation,Urban,Less than three {3} meters of linear travel,Self Extinguished,12000,Conductor - Insulated Primary,Overhead,Yes,Equipment/Facility Failure,Conductor - Insulated Primary,,,,,,,
Vegetation,Hardwood Woodland,.26 - 9.99 Acres,Fire Agency,21000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,Outside Force,,,,,
,Rural,Structure Only,Self-Extinguished,12.5,Secondary Conductor,DISTRIBUTION,Yes,EQUIPMENT/FACILITY FAILURE OR DAMAGE,SECONDARY CONDUCTOR OH,,,,,,,
,Urban,Structure Only,Self-Extinguished,12.5,Pole,DISTRIBUTION,Yes,POLE FIRE,POLE,,UNKNOWN,,,,,
VEGETATION,Rural,<3 linear meters,Self-Extinguished,12.47,Conductor,DISTRIBUTION,Yes,CONTACT FROM OBJECT,CONDUCTOR,VEGETATION CONTACT,,,,,,
VEGETATION,Rural,<3 linear meters-2 acres,Fire agency,12.47,Lightning arrestor,DISTRIBUTION,Yes,EQUIPMENT/FACILITY FAILURE OR DAMAGE,LIGHTNING ARRESTOR,,,,,,,
VEGETATION,Urban,<3 linear meters-2 acres,Fire agency,12.5,Conductor,DISTRIBUTION,Yes,EQUIPMENT/FACILITY FAILURE OR DAMAGE,CONDUCTOR,,,,,,,
VEGETATION,Rural,<3 linear meters-2 acres,Fire agency,7.21,Pole,DISTRIBUTION,Yes,CONTACT FROM OBJECT,POLE,VEGETATION CONTACT,WEATHER,,,,,
STRUCTURE,Urban,<3 linear meters,Self-Extinguished,12.47,Conductor,DISTRIBUTION,Yes,EQUIPMENT/FACILITY FAILURE OR DAMAGE,CONDUCTOR,,,,,,,
,Urban,Structure Only,Self-Extinguished,12.5,Cross Arm,DISTRIBUTION,Yes,POLE FIRE,CROSS ARM,,,,,,,
VEGETATION,Rural,<3 linear meters-2 acres,Self-Extinguished,12.47,Wire-to-wire contact,DISTRIBUTION,Yes,WIRE-TO-WIRE CONTACT,WIRE-TO-WIRE CONTACT,,FAILED SECONDARY CONDITION,,,,,
VEGETATION,Urban,<1 linear meter,Self-Extinguished,12.47,Conductor,DISTRIBUTION,Yes,EQUIPMENT/FACILITY FAILURE OR DAMAGE,CONDUCTOR,,,,,,,
VEGETATION,Rural,<3 linear meters-2 acres,Fire agency,12,Conductor,DISTRIBUTION,No,WIRE-TO-WIRE CONTACT,CONDUCTOR,,UNKNOWN,,,,,
VEGETATION,Rural,<3 linear meters-2 acres,Patrol,12.47,Conductor,DISTRIBUTION,Yes,WIRE-TO-WIRE CONTACT,CONDUCTOR,,WEATHER,,,,,
,Rural,Structure Only,Self-Extinguished,12.5,Pole,DISTRIBUTION,Yes,POLE FIRE,POLE,,,,,,,
,Rural,Structure Only,Self-Extinguished,12.5,Pole,DISTRIBUTION,Yes,POLE FIRE,POLE,,,,,,,
Vegetation,Urban,Less than three(3) meters of linear travel,Customer,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Urban,Less Than .25 Acres,Unknown,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Other,Outside Force,,,,,
Other,Agricultural,Less Than .25 Acres,Self Extinguished,12000,Pole,Overhead,Yes,Contamination,,,,,,,,
Other,Agricultural,Less than three(3) meters of linear travel,Self Extinguished,750,Transformer Bushing,Overhead,Yes,Equipment/Facility Failure,Transformer Bushing,,,,,,,
Vegetation,Hardwood Woodland,Less Than .25 Acres,Self Extinguished,12000,Automatic Wire Splice,Overhead,Yes,Equipment/Facility Failure,Automatic Wire Splice,,,,,,,
Other,Agricultural,Less than three(3) meters of linear travel,Customer,750,Jumper,Overhead,Yes,Equipment/Facility Failure,Jumper,,,,,,,
Vegetation,Urban,Less than three(3) meters of linear travel,Unknown,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vehicle,,,,,,
Other,Agricultural,Less Than .25 Acres,Self Extinguished,12000,Recloser,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Other,Urban,Less than three(3) meters of linear travel,Unknown,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Balloon,Outside Force,,,,,
Other,Desert Shrub,Less Than .25 Acres,Self Extinguished,12000,Other,Overhead,Yes,Vandalism/Theft,,,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Customer,750,Splice/Clamp/Connector,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,,,,,,
Vegetation,Urban,Less than three(3) meters of linear travel,Self Extinguished,750,Service Drop,Overhead,Yes,Contact From Object,,Vegetation,,,,,,
Vegetation,Urban,Less than three(3) meters of linear travel,Customer,12000,Transformer,Overhead,Yes,Equipment/Facility Failure,Transformer,,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Self Extinguished,12000,Transformer,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Self Extinguished,12000,Splice/Clamp/Connector,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Utility,12000,Capacitor Bank,Overhead,Yes,Equipment/Facility Failure,Capacitor Bank,,,,,,,
Other,Agricultural,Less Than .25 Acres,Customer,750,Service Drop,Overhead,Yes,Equipment/Facility Failure,Service Drop,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Unknown,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Self Extinguished,21000,Pole,Overhead,Yes,Contact From Object,,Vehicle,,,,,,
Vegetation,Urban,Less than three(3) meters of linear travel,Customer,21000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,,,,,,
Vegetation,Herbaceous,Less than three(3) meters of linear travel,Customer,750,Splice/Clamp/Connector,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Utility,12000,Splice/Clamp/Connector,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Self Extinguished,12000,Jumper,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Urban,Less than three(3) meters of linear travel,Unknown,12000,Switch,Overhead,No,Equipment/Facility Failure,Switch,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Self Extinguished,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vehicle,,,,,,
Vegetation,Agricultural,Less than three(3) meters of linear travel,Self Extinguished,12000,Automatic Wire Splice,Overhead,Yes,Equipment/Facility Failure,Automatic Wire Splice,,,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Self Extinguished,750,Conductor - Open Wire Secondary,Overhead,Yes,Other,,,,,,,,
Vegetation,Hardwood Forest,Less Than .25 Acres,Customer,750,Conductor - Open Wire Secondary,Overhead,Yes,Equipment/Facility Failure,Conductor - Open Wire Secondary,,,,,,,
Vegetation,Herbaceous,Less than three(3) meters of linear travel,Self Extinguished,750,Pole,Overhead,Yes,Contact From Object,,Vehicle,,,,,,
Other,Agricultural,Less Than .25 Acres,Customer,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Balloon,Outside Force,,,,,
Building,Urban,Less than three(3) meters of linear travel,Customer,750,Service Drop,Overhead,Yes,Equipment/Facility Failure,Service Drop,,,,,,,
Other,Agricultural,Less than three(3) meters of linear travel,Customer,12000,Transformer,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Other,Hardwood Forest,Less than three(3) meters of linear travel,Customer,12000,Fault Tamer,Overhead,Yes,Equipment/Facility Failure,Fault Tamer,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Unknown,12000,Capacitor Bank,Overhead,Yes,Equipment/Facility Failure,Capacitor Bank,,,,,,,
Vegetation,Desert Shrub,Less Than .25 Acres,Unknown,12000,Conductor - Primary,Overhead,Yes,Vandalism/Theft,,,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Unknown,21000,Jumper,Overhead,Yes,Equipment/Facility Failure,Jumper,,,,,,,
Vegetation,Urban,Less than three(3) meters of linear travel,Unknown,12000,Conductor - Primary,Overhead,Yes,Equipment/Facility Failure,Conductor - Primary,,,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Unknown,21000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vehicle,,,,,,
Other,Agricultural,Less Than .25 Acres,Unknown,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vehicle,,,,,,
Vegetation,Urban,Less Than .25 Acres,Unknown,21000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,,,,,,
Vegetation,Agricultural,Less than three(3) meters of linear travel,Unknown,115000,Circuit Breaker,Overhead,No,Equipment/Facility Failure,Circuit Breaker,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Unknown,750,Riser,Overhead,Yes,Equipment/Facility Failure,Riser,,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Customer,750,Splice/Clamp/Connector,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,,,,,,
Vegetation,Agricultural,Less than three(3) meters of linear travel,Self Extinguished,750,Service Drop,Overhead,Yes,Equipment/Facility Failure,Service Drop,,,,,,,
Other,Agricultural,Less than three(3) meters of linear travel,Self Extinguished,12000,Pothead,Overhead,Yes,Equipment/Facility Failure,Pothead,,,,,,,
Vegetation,Conifer Forest,Less Than .25 Acres,Self Extinguished,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,,,,,,
Vegetation,Urban,Less Than .25 Acres,Self Extinguished,750,Conductor - Open Wire Secondary,Overhead,Yes,Contact From Object,,Other,Human Error,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Self Extinguished,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,,,,,,
Vegetation,Urban,Less than three(3) meters of linear travel,Unknown,4000,Transformer,Overhead,Yes,Equipment/Facility Failure,Transformer,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Utility,12000,Pothead,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Other,Agricultural,Less than three(3) meters of linear travel,Unknown,17000,Conductor - Primary,Overhead,Yes,Other,,,Human Error,,,,,
Vegetation,Agricultural,Less than three(3) meters of linear travel,Customer,750,Splice/Clamp/Connector,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Unknown,750,Service Drop,Overhead,Yes,Contact From Object,,Vegetation,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Utility,12000,Transformer,Overhead,Yes,Contact From Object,,Vehicle,,,,,,
Other,Urban,Less than three(3) meters of linear travel,Self Extinguished,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Balloon,Outside Force,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Self Extinguished,750,Transformer Bushing,Overhead,Yes,Equipment/Facility Failure,Transformer Bushing,,,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Self Extinguished,750,Splice/Clamp/Connector,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Customer,750,Service Drop,Overhead,Yes,Contact From Object,,Other,Weather,,,,,
Vegetation,Herbaceous,Less than three(3) meters of linear travel,Self Extinguished,21000,Pole,Overhead,Yes,Equipment/Facility Failure,Pole,,,,,,,
Vegetation,Hardwood Woodland,Less Than .25 Acres,Customer,12000,Pole,Overhead,Yes,Contact Between Third Party Facility on Pole and Supply Lines,,,Human Error,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Unknown,115000,Insulator,Overhead,No,Contact From Object,,Animal,Outside Force,,,,,
Other,Herbaceous,Less than three(3) meters of linear travel,Unknown,70000,Pole,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Self Extinguished,12000,Jumper,Overhead,Yes,Equipment/Facility Failure,Jumper,,,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Self Extinguished,12000,Conductor - Primary,Overhead,Yes,Other,,,,,,,,
Vegetation,Agricultural,Less than three(3) meters of linear travel,Unknown,12000,Conductor - Primary,Overhead,Yes,Equipment/Facility Failure,Conductor - Primary,,,,,,,
Other,Hardwood Woodland,Less than three(3) meters of linear travel,Self Extinguished,12000,Transformer Bushing,Overhead,Yes,Equipment/Facility Failure,Transformer Bushing,,,,,,,
Vegetation,Conifer Forest,Less than three(3) meters of linear travel,Utility,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Fire Agency,12000,Pole,Overhead,Yes,Equipment/Facility Failure,Other,,,,,,,
Other,Urban,Less than three(3) meters of linear travel,Fire Agency,12000,Automatic Wire Splice,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,21000,Conductor - Primary,Overhead,Yes,Contact From Object,,Balloon,Outside Force,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vehicle,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Equipment/Facility Failure,Conductor - Primary,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,12000,Transformer,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Herbaceous,0.26-9.99 Acres,Fire Agency,21000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vehicle,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Building,Herbaceous,Less than three(3) meters of linear travel,Fire Agency,750,Service Drop,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Urban,0.26-9.99 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Other,Human Error,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Fire Agency,21000,Conductor - Primary,Overhead,Yes,Equipment/Facility Failure,Crossarm,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Other,,,,,,
Vegetation,Shrub,Less Than .25 Acres,Fire Agency,12000,Splice/Clamp/Connector,Overhead,No,Equipment/Facility Failure,Splice/Clamp/Connector,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Equipment/Facility Failure,Conductor - Primary,,,,,,,
Vegetation,Herbaceous,Less than three(3) meters of linear travel,Fire Agency,12000,Pole,Overhead,Yes,Equipment/Facility Failure,Pole,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,750,Conductor - Open Wire Secondary,Overhead,Yes,Contact From Object,,Other,Human Error,,,,,
Vegetation,Conifer Forest,0.26-9.99 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,,,,,,
Vegetation,Hardwood Forest,Less Than .25 Acres,Fire Agency,12000,Fuse,Overhead,Yes,Equipment/Facility Failure,Fuse,,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Fire Agency,12000,Fuse,Overhead,Yes,Equipment/Facility Failure,Fuse,,,,,,,
Vegetation,Conifer Forest,Less than three(3) meters of linear travel,Fire Agency,750,Service Drop,Overhead,Yes,Contact From Object,,Vegetation,,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,21000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Equipment/Facility Failure,Conductor - Primary,,,,,,,
Vegetation,Conifer Forest,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Other,,,,,,,,
Other,Urban,Less than three(3) meters of linear travel,Fire Agency,12000,Fuse,Overhead,No,Equipment/Facility Failure,Fuse,,,,,,,
Vegetation,Agricultural,Less than three(3) meters of linear travel,Fire Agency,750,Service Drop,Overhead,Yes,Equipment/Facility Failure,Service Drop,,,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Conifer Forest,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Other,Human Error,,,,,
Vegetation,Agricultural,0.26-9.99 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Hardwood Forest,Less Than .25 Acres,Fire Agency,750,Splice/Clamp/Connector,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,,,,,,
Vegetation,Agricultural,10-99 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Balloon,Outside Force,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,21000,Capacitor Bank,Overhead,Yes,Equipment/Facility Failure,Capacitor Bank,,,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Fire Agency,21000,Pole,Overhead,Yes,Contact From Object,,Vehicle,,,,,,
Vegetation,Hardwood Woodland,Less than three(3) meters of linear travel,Fire Agency,12000,Capacitor Bank,Overhead,Yes,Equipment/Facility Failure,Capacitor Bank,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,21000,Conductor - Primary,Overhead,Yes,Contact From Object,,Balloon,Outside Force,,,,,
Other,Agricultural,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Balloon,Outside Force,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,12000,Jumper,Overhead,Yes,Equipment/Facility Failure,Jumper,,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Fire Agency,12000,Pole,Overhead,Yes,Contact From Object,,Vehicle,,,,,,
Other,Urban,Less Than .25 Acres,Fire Agency,12000,Riser,Overhead,Yes,Equipment/Facility Failure,Pole,,,,,,,
Vegetation,Herbaceous,Less than three(3) meters of linear travel,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Fire Agency,750,Service Drop,Overhead,No,Contact From Object,,Vehicle,,,,,,
Vegetation,Hardwood Woodland,Less Than .25 Acres,Fire Agency,21000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vehicle,,,,,,
Vegetation,Urban,0.26-9.99 Acres,Fire Agency,60000,Pole,Overhead,Yes,Contact From Object,,Vehicle,,,,,,
Vegetation,Agricultural,0.26-9.99 Acres,Fire Agency,750,Conductor - Open Wire Secondary,Overhead,Yes,Wire-Wire Contact,,,Weather,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,750,Riser,Overhead,Yes,Equipment/Facility Failure,Riser,,,,,,,
Other,Herbaceous,Less Than .25 Acres,Fire Agency,750,Conductor - Underground Service,Subsurface,No,Equipment/Facility Failure,Conductor - Underground Service,,,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Fire Agency,750,Splice/Clamp/Connector,Overhead,Yes,Equipment/Facility Failure,Splice/Clamp/Connector,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,21000,Switch,Overhead,Yes,Equipment/Facility Failure,Switch,,,,,,,
Other,Herbaceous,0.26-9.99 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact Between Third Party Facility on Pole and Supply Lines,,,Human Error,,,,,
Vegetation,Urban,Less than three(3) meters of linear travel,Fire Agency,750,Service Drop,Overhead,Yes,Contact From Object,,Vegetation,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Fire Agency,21000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,,,,,,
Other,Urban,Less Than .25 Acres,Fire Agency,12000,Crossarm,Overhead,Yes,Contamination,,,,,,,,
Other,Herbaceous,Less Than .25 Acres,Fire Agency,12000,Pole,Overhead,Yes,Equipment/Facility Failure,Pole,,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Other,Hardwood Forest,Less than three(3) meters of linear travel,Fire Agency,12000,Pole,Overhead,Yes,Other,,,,,,,,
Other,Urban,Less Than .25 Acres,Fire Agency,750,Conductor - Insulated Secondary,Overhead,Yes,Equipment/Facility Failure,Conductor - Insulated Secondary,,,,,,,
Vegetation,Agricultural,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,,,,,,
Vegetation,Conifer Forest,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Vegetation,,,,,,
Vegetation,Urban,0.26-9.99 Acres,Fire Agency,21000,Other,Overhead,Yes,Equipment/Facility Failure,Other,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,750,Other,Overhead,No,Other,,,,,,,,
Vegetation,Urban,Less Than .25 Acres,Fire Agency,21000,Pole,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Other,Urban,Structure Only,Fire Agency,750,Transformer,Overhead,Yes,Other,,,,,,,,
Vegetation,Herbaceous,0.26-9.99 Acres,Fire Agency,12000,Pole,Overhead,Yes,Contact From Object,,Vehicle,,,,,,
Vegetation,Herbaceous,Less Than .25 Acres,Fire Agency,21000,Insulator,Overhead,Yes,Contamination,,,,,,,,
Vegetation,Agricultural,0.26-9.99 Acres,Fire Agency,750,Conductor - Insulated Secondary,Overhead,Yes,Other,,,,,,,,
Vegetation,Agricultural,0.26-9.99 Acres,Fire Agency,60000,Pole,Overhead,Yes,Other,,,Weather,,,,,
Other,Hardwood Woodland,Less Than .25 Acres,Fire Agency,12000,Conductor - Primary,Overhead,Yes,Contact From Object,,Animal,Outside Force,,,,,
Vegetation,Herbaceous,Less than three(3) meters of linear travel,Fire Agency,12000,Jumper,Overhead,No,Equipment/Facility Failure,Jumper,,,,,,,
